id,object_type,rights_statement,title,handle_link,format,archival_collection,notes,railroad,map_type,creator,publisher,region,waterway,states,regions,counties,cities,extent,display_date,start_date,path,files
CR 052,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Lineboro Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes large portion of Baltimore County. Also includes portion of York County, Pennsylvania.",,Topographic maps,,U.S. Geological Survey,,,,,Baltimore County,,1 sheet,1984,1984,lineboro-quadrangle,
DO 035,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Honga Quadrangle (Orthophoto),,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,,,,Dorchester County,,1 sheet,1984,1984,honga-quadrangle-orthophoto,
DO 046,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Barren Island Quadrangle (Orthophoto),,http://vocab.lib.umd.edu/form#maps,,,,Orthophoto maps,,U.S. Geological Survey,,Chesapeake Bay,,,Dorchester County,,1 sheet,1984,1984,barren-island-quadrangle002,
HA 046,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Spesutie Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Cecil County and Kent County, Maryland.",,Topographic maps,,U.S. Geological Survey,,Chesapeake Bay,,,Harford County,,1 sheet,1984,1984,spesutie-quadrangle,
HA 047,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Perryman Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Harford County,,1 sheet,1984,1984,perryman-quadrangle,
HA 048,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Norrisville Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Baltimore County, Maryland and York County, Pennsylvania.",,Topographic maps,,U.S. Geological Survey,,,,,Harford County,,1 sheet,1984,1984,norrisville-quadrangle,
SM 040,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Hollywood Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,St. Mary's County,,1 sheet,1984,1984,hollywood-quadrangle,
BC 127,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,1982-1984 Baltimore City Transportation Improvements,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HE310.B2R44 1982-1984. See also: BA 89.,,Transportation,,,,,,,,Baltimore City,1 sheet,1984,1984,1982-1984-baltimore-city,
BC 117,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore's Development Program, 1984-1989",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,,,,,,,Baltimore City,1 sheet,1984/1989,1984-1989,baltimore39s-development005,maryland-maps/maps/1985/01/bc117.jpg/bc117_original.jpg
BA 089,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,1982-1984 Baltimore Region Transportation Improvements,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HE310 .B2R44 1982-84. See also BC 127.,,Transportation Map,,,,,,,Baltimore County,,1 sheet,1984,1984,1982-1984-baltimore-region,
BA 079,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore Area Bike Map, 1984",,http://vocab.lib.umd.edu/form#maps,,,,Transportation Map,,Baltimore. Regional Planning Council,,,,,Baltimore County,,1 sheet,1984,1984,baltimore-area-bike-map,
CA 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Caroline County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.40 folio,,Public Utility Map,,,,,,,Caroline County,,1 sheet,1984,1984,map-of-caroline-county004,
CE 035,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Cecil County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.40.,,Hydrologic maps,,,,,,,Cecil County,,1 sheet,1984,1984,map-of-cecil-county-showing007,
ES 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland Part of the Delmarva Peninsula Showing Location of Wells Used for Geologic Data,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 40 Folio.,,Geological Map,,,,,,Eastern Shore,,,1 sheet,1984,1984,maryland-part-of-the-delmarva,
ES 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland Part of the Delmarva Peninsula Showing Location of . . . Wells,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 40 Folio.,,Geological Map,,,,,,Eastern Shore,,,1 sheet,1984,1984,maryland-part-of-the-delmarva002,
ES 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Configuration of the Base of Formations in the Columbia Aquifer: Maryland Part of the Delmarva Peninsula,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 40 folio.,,Geological Map,,,,,,Eastern Shore,,,1 sheet,1984,1984,configuration-of-the-base,
ES 034,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Units Subcropping Under the Columbia Aquifer . . . Maryland part of the Delmarva peninsula,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 40 Folio.,,Geological Map,,,,,,Eastern Shore,,,1 sheet,1984,1984,units-subcropping-under,
ES 035,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Thickness Map of Formations in the Columbia Aquifer; Maryland Part of the Delmarva Peninsula,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 40 Folio.,,Geological Map,,,,,,Eastern Shore,,,1 sheet,1984,1984,thickness-map-of-formations,
GA 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Topographic Map of Garrett County,,http://vocab.lib.umd.edu/form#maps,,"Limited revision, 1984 (copy 1). Limited revision, 1987 (copy 2); Limited Revision, 1995 (copy 3).",,Topographic maps,,Maryland Geological Survey,,,,,Garrett County,,0 sheets,"[1984, 1987, 1995]","1984, 1987, 1995",topographic-map-of-garrett002,
MD 139,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Geological Map of the Port Tobacco Quadrangle, Prince George's and Charles Counties, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,"Glaser, John D.",,,Maryland,,,,1 sheet,1984,1984,geological-map-of-the003,
MD 138,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Geological Map of the Bristol Quadrangle, Prince George's, Anne Arundel and Calvert Counties, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,"Glaser, John D.",,,Maryland,,,,1 sheet,1984,1984,geological-map-of-the004,
PG 066,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Historic Prince George's County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,Maryland Heritage Committee (Prince George's County),,,,,Prince George's County,,1 sheet,1984,1984,historic-prince-george39s,
PG 096,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland Scenic Rivers,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland GB1227.A125M37 1984.,,Hydrologic maps,,Maryland Scenic and Wild Rivers Program,,,,,Prince George's County,,1 sheet,1984,1984,maryland-scenic-rivers,
QA 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Queen Anne's County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.40.,,Geological maps,,,,,,,Queen Anne's County,,1 sheet,1984,1984,map-of-queen-anne39s006,
SO 025,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Somerset County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland QE122.A22 no.40 Folio,,Public utility maps,,,,,,,Somerset County,,1 sheet,1984,1984,map-of-somerset-county005,
SO 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Geologic Map of Somerset County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Geological maps,,"Owens, James P. and Charles S. Denny",,,,,Somerset County,,1 sheet,1984,1984,geologic-map-of-somerset,
SM 028,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maps of St. Mary's County: 350th Anniversary Issues, 1635-1984",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,St. Mary's County Chamber of Commerce,,,,,St. Mary's County,,1 sheet,1984,1984,maps-of-st.-mary39s002,
TA 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Talbot County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland QE121.A22 no.40 Folio,,Public Utility Maps,,,,,,,Talbot County,,1 sheet,1984,1984,map-of-talbot-county-showing006,
WI 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Wicomico County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: MDFOL QE121.A22 no.40,,Geological maps,,,,,,,Wicomico County,,1 sheet,1984,1984,map-of-wicomico-county006,
WO 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Worcester County Showing Wells and Test Holes,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland QE121.A22 no.40 Folio,,Hydrologic maps,,,,,,,Worcester County,,1 sheet,1984,1984,map-of-worcester-county008,
CH 050,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Hughesville Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Charles County,,1 sheet,1985,1985,hughesville-quadrangle,
KE 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Hanesville Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Harford County, Maryland.",,Topographic maps,,U.S. Geological Survey,,,,,Kent County,,1 sheet,1985,1985,hanesville-quadrangle,
FR 060,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Emmitsburg Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Adams County, Pennsylvania.",,Topographic maps,,U.S. Geological Survey,,,,,Frederick County,,1 sheet,"[1985, 1999]","1985, 1999",emmitsburg-quadrangle,
HA 052,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Edgewood Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Harford County,,1 sheet,1985,1985,edgewood-quadrangle,
HA 056,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Aberdeen Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Harford County,,1 sheet,1985,1985,aberdeen-quadrangle,
PG 131,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Piscataway Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Charles County, Maryland.",,Topographic maps,,U.S. Geological Survey,,,,,Prince George's County,,1 sheet,1985,1985,piscataway-quadrangle,
WA 036,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Smithsburg Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Franklin County, Pennsylvania.",,Topographic maps,,U.S. Geological Survey,,,,,Washington County,,1 sheet,"[1985, 1994]","1985, 1994",smithsburg-quadrangle,
WA 039,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Hagerstown Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Franklin County, Pennsylvania.",,Topographic maps,,U.S. Geological Survey,,,,,Washington County,,1 sheet,"[1985, 1999]","1985, 1999",hagerstown-quadrangle,
WA 040,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Funkstown Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topograpghic maps,,U.S. Geological Survey,,,,,Washington County,,1 sheet,1985,1985,funkstown-quadrangle,
AL 030,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Allegany County,,http://vocab.lib.umd.edu/form#maps,,Date of publication estimated.,,Tourist map,,Greater Cumberland Chamber of Commerce,,,,,Allegany County,Cumberland,1 sheet,1985,1985,map-of-allegany-county007,
BC 118,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore's Development Program, 1985-1990(2)",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,,,,,,,Baltimore City,1 sheet,1985/1990,1985-1990,baltimore39s-development004,
BA 082,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore, MD & Vicinity Map: Inside the Beltway",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,Alexandria Drafting Company,,,,,Baltimore County,,1 sheet,1985,1985,baltimore-md-vicinity,
BA 083,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Geologic Map of the Hereford Quadrangle, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Geologic Map,,"Muller, Peter D.",,,,,Baltimore County,,1 sheet,1985,1985,geologic-map-of-the-hereford,
BA 084,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Locations of Patuxent and Patapsco aquifer wells in the Baltimore, MD area",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no.43 folio.,,Utility Map,,Maryland Geological Survey,,Patuxent River,,,Baltimore County,,1 sheet,1985,1985,locations-of-patuxent,
CE 036,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Big Elk Creek and Little Elk Creek Watershed Study,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland TC424.M3G719 1985.,,Watershed maps,,"Greenhorne & O'Mara, Inc",,,,,Cecil County,,3 sheets,1985,1985,big-elk-creek-and-little,
CB 044,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland's Bay Restoration Activities,,http://vocab.lib.umd.edu/form#maps,,,,Thematic Map,,,,Chesapeake Bay,,,,,1 sheet,1985,1985,maryland39s-bay-restoration,
HA 100,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Harford County Street Map,,http://vocab.lib.umd.edu/form#maps,,"Shelved in Maryland Folio G1273.H3A52. Years: 1985, 1986, 1989, 1990, 1992, 1994, 1997, 1998, 2002.",,Transportation maps,,Alexandria Drafting Company,,,,,Harford County,,0 sheets,1985/2002,1985,harford-county-street,
HO 100,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,ADC's Howard County Street Map,,http://vocab.lib.umd.edu/form#maps,,"Shelved in Maryland Folio G1273.H6A42. Years: 1985, 1986, 1989, 1990, 1992, 1994, 1996, 1998, 2002.",,Transportation maps,,Alexandria Drafting Company,,,,,Howard County,,0 sheets,1985/2002,1985,adc39s-howard-county,
MD 147,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maryland Springs: Their Physical, Thermal and Chemical Characteristics",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A22 no. 42.,,Geological maps,,"Otton, Edmond G.",,,Maryland,,,,1 sheet,1985,1985,maryland-springs-their,
PG 079,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Suitland - District Heights and Vicinity, Zoning Proposal",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HT393.M32P776,,Zoning maps,,,,,,,Prince George's County,,2 sheets,1985,1985,suitland--district-heights,
PG 097,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,1985 Equestrian Addendum,,http://vocab.lib.umd.edu/form#maps,,,,Thematic maps,,Maryland - National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1985,1985,1985-equestrian-addendum,
SUI 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Adopted and Approved Master Plan Suitland-District Heights & Vicinity,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: HT393.M32 P7585 1986,,,,Maryland National Capitol Park and Planning Commission,,,,,,Suitland,1 sheet,1986,1986,adopted-and-approved-master,
CV 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Broomes Island Quadrangle,,http://vocab.lib.umd.edu/form#maps,,Includes portion of St. Mary's County.,,Topographic maps,,U.S. Geological Survey,,,,,Calvert County,,1 sheet,1986,1986,broomes-island-quadrangle,
BA 108,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,White Marsh Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Baltimore County,,1 sheet,1986,1986,white-marsh-quadrangle,
BA 116,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Cockeysville Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Baltimore County,,1 sheet,1986,1986,cockeysville-quadrangle,
KE 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Langford Creek Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes large portion of Queen Anne's County, Maryland",,Topographic maps,,U.S. Geological Survey,,,,,Kent County,,1 sheet,1986,1986,langford-creek-quadrangle,
KE 034,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Betterton Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Kent County,,1 sheet,1986,1986,betterton-quadrangle,
FR 051,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Woodsboro Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,U.S. Geological Survey,,,,,Frederick County,,1 sheet,1986,1986,woodsboro-quadrangle,
FR 053,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Urbana Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Montgomery County, Maryland.",,Topographic maps,,U.S. Geological Survey,,,,,Frederick County,,1 sheet,1986,1986,urbana-quadrangle,
